,article,sentiment,Week_number
2363,이후 돼지 출하는 사육두수 증가 영향으로 지난해보다 많을 것으로 추산됐다,0,92
2364,전년 대비 2.2% 많을 것으로 내다봤다,0,92
2365,전년(20만5천톤)보다 줄 것으로 전망됐다,0,92
2366,저작권자 ,0,92
2367,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 92번쨰 기사입니다,0,93
2368,김포 전체 돼지를 수매,0,93
2369,살처분키로 했다,0,93
2370,산업을 위축시킬 것으로 우려되고 ,-1,93
2371,수매와 예방적 살처분을 조속히 추진키로 했다,-1,93
2372,연천군의 경우에도 조속히 논의해 발생농장 반경 10km,0,93
2373,내 돼지 대상으로 수매와 예방적 살처분을 추진할 계획이다,0,93
2374,이에 따라 김포 및 파주 지역 돼지 수매는,0,93
2375,지육단가를 곱한 가격으로 정산할 계획이라고 밝혔다,0,93
2376,농가들은 크게 반발하고 ,-1,93
2377,토로했다,-1,93
2378,일정 기간 재입식이 어려워지는 등 폐업에 준하는 상당한 피해를 감수해야 하는 상황,-1,93
2379,이에 전국의 한돈 농가들은 정부의 특단의 조치가 일부 선량한 농가들의 피해를 가중시키는 조치라며 예방적 살처분 농가의 경우 폐업 수준에 준하는 보상안 제시 및 재입식 기준 완화를 먼저 제시해야 한다고 ,-1,93
2380,산업 위축도 불가피할 것이라고 강조하고 ,-1,93
2381,고양 내 돼지 도축을 위해,0,93
2382,경기 남부권 도축장으로 출하가 일시적으로 허용됐다,0,93
2383,협회에 따르면,0,93
2384,경기북부 중점관리지역 내 도축물량이 급증함에 따라 경기 양주,0,93
2385,출하가 허용됐다고 ,0,93
2386,불과해 수매도축물량 포화로 농가의 돼지 출하에 일시적인 어려움이 있었다,-1,93
2387,정부가 수용했다,0,93
2388,고양내 돼지농가는 남양주 지정도축장으로 출하가 가능하다,0,93
2389,이후 경기북부권 돼지를 나중에 도축하는 방식으로 진행된다,0,93
2390,남양주를 제외한 경기남부권내 돼지는 동 기간동안 남양주 도축장으로 출하가 불가하다,0,93
2391,환경검사에서 이상이 없는 경우 경기남부권 돼지 도축을 허용할 방침이라고 설명했다,0,93
2392,93번쨰 기사입니다,0,94
2393,강력 촉구했다,-1,94
2394,협회는,0,94
2395,합리적 보상책 마련을 촉구하는 릴레이 1인 시위를 청와대,-1,94
2396,검출된 만큼 정부의 집돼지 몰살정,-1,94
2397,강력히 촉구했다,-1,94
2398,촉구했다,-1,94
2399,협회가 주장하는 요구는 다음과 같다,0,94
2400,살처분 정책을 즉각 중단하라,-1,94
2401,살처분 정책을 즉각 중단하라,-1,94
2402,생존권을 보장하라,0,94
2403,약속을 먼저 선행하라,0,94
2404,환경부는 야생멧돼지 발생의 책임을 지고 전부 사살하라,-1,94
2405,전국 야생멧돼지 포획 및 사살을 즉각 시행하라,-1,94
2406,조로 릴레이로 진행될 예정이다,0,94
2407,농가들이 릴레이 1인 시위를 진,0,94
2408,할 예정이다,0,94
2409,17일 ASF 살처분 말살정책 중단 및 피해농가 보상촉구 전국 한돈농가 총궐기대회,-1,94
2410,10월 18일 ASF 피해지역 비상대책위원회 집회,0,94
2411,경기도 북부청사 앞) 등을 개최할 계획이라고 밝혔다,0,94
2412,94번쨰 기사입니다,0,95
2413,○,0,95
2414,발생과 관련에 대해 조언했다,0,95
2415,운영하는 아프리카돼지열병 표준연구소 소장을 맡고 ,0,95
2416,호세 박사와 인터뷰를 일문일답 형식으로 정리했다,0,95
2417,한국 정부의 지역 단위 살처분 확대 정책에 어떻게 생각하나,0,95
2418,한국의 지역 단위 살처분 정책은 사실 한국에 도착해서 ,0,95
2419,한국이 유일하다,0,95
2420,예방 살처분 범위는 최대 5~10km를 권장하고 ,0,95
2421,역학과 관련돼 있는 농장에 한해서 ,0,95
2422,역학관계가 명확해야 살처분 확대 정책이 실효성이 높다,0,95
2423,지역 단위 살처분은 조금 과하다는 생각이 든다,-1,95
2424,■국내 ASF 발생 유입 원인은,0,95
2425,가정을 통해 유추해볼 수 있다,0,95
2426,한국은 ASF 발생국인 중국,0,95
2427,관광객이 수없이 드나든다,0,95
2428,특히 중국 관광객 특성상 음식물을 소지하는 습성이 있기 때문에 때마침 ASF 바이러스가 함유된 축산물을 어떤 경로를 통해 발생 농가의 돼지가 먹어 ASF가 발생했을 수 있다,0,95
2429,한국 사람들이 유력하게 생각하는 북한을 통한 발생의 경우도 가능성은 높다,0,95
2430,국내 발생 농가로 전파됐을 가능성도 있다,-1,95
2431,바이러스 매개체로 충분하다,0,95
2432,발생 원인도 중요하지만 발생 농장간 역학 관련 파악이 더 중요하다,0,95
2433,앞으로 중요한 과제다,0,95
2434,■ASF 차단 방역 방법은,0,95
2435,농가 단위에서는 이중 펜스 설치 등 야생동물과의 접촉을 막아야 한다,0,95
2436,유럽의 경우 멧돼지를 통제한 국가는 청정화에 성공한 반면,-1,95
2437,멧돼지를 단계적으로 제거한 결과 청정국으로 거듭난 것이 좋은 예이다,0,95
2438,멧돼지 접근을 막아야한다,0,95
2439,이중펜스가 도움이 된다,0,95
2440,관리 강화가 중요하다,0,95
2441,차단 방역이 중요한데 ,0,95
2442,된다,0,95
2443,농장 출입 자체를 금지시켜야 한다,-1,95
2444,■재입식을 위한 요건은,0,95
2445,정도 가져야 한다,0,95
2446,확인되면 음성농가로 판단할 수 있다,0,95
2447,이러한 감시돈 검사는 외국 기준으로 원래 키우던 돼지 마릿수의 10,0,95
2448,이 모든 절차를 거친 후에야 재입식해야 한다,0,95
2449,■백신 상용화는 언제 쯤,0,95
2450,아프리카돼지열병 백신은 개발됐지만 완성형은 여전히 시간이 걸릴 듯하다,0,95
2451,상용화하기까진 최소 2년은 소요될 것으로 전망된다,0,95
2452,방어율을 보이고 ,1,95
2453,얼마나 먹여야 되는지에 대한 실험이 진행 중이다,0,95
2454,아프리카돼지열병 발생 현황,-1,95
2455,파주 1건 등 모두 12건으로 늘었다,-1,95
2456,지점서 발견됐으며 17일는 파주에서도 발견되면서 ,0,95
2457,확산 우려가 커지고 ,-1,95
2458,국방부는 부처 합동 긴급 대책을 마련했다,0,95
2459,관리지역으로 구분해 각 지역별로 차별화된 조치를 시행한다,0,95
2460,포획틀과 포획트랩을 확대 설치키로 했다.,0,95
2461,집중 포획에 돌입했다,0,95
2462,지급하는 방안도 추진키로 했다,0,95
2463,차단지역 역시 야생 멧돼지 전면 제거가 기본 방향이다,0,95
2464,저작권자 ,0,95
2465,전국 단위의 대대적인 판촉행사를 진행했다,0,95
2466,대대적인 할인행사를 펼친다,1,95
2467,인증점에서 할인행사를 진행한다,1,95
2468,돈까스 등 주 메뉴 1인분당 2천원을 할인하고 ,1,95
2469,분당 4천원씩 할인해 판매한다,1,95
2470,할인된 가격에 구매할 수 있다,1,95
2471,대규모 할인행사도 진행한다,1,95
2472,할인된 1천350원에 판매한다,1,95
2473,이상 저렴하게 판매키로 했다,1,95
2474,95번쨰 기사입니다,0,96
2475,협회에 기탁했다,0,96
2476,농장의 차단 방역을 무력화시키는 쥐를 박멸하여 내 농장을 ASF로부터 지켜내자는 뜻에서 구서제를 한돈농가에 전달하게 되었다,1,96
2477,일수록 대한민국 축산업의 이름으로 관계자들 서로가 도움으로써 위기를 슬기롭게 극복해 나가자고 ,1,96
2478,정도의 쥐가 서식하고 ,0,96
2479,감염된 부산물을 농장안으로 전파시키는 요인이 될 수 있으므로 야생고양이 출몰을 막기 위해서라도 농장 내외부의 구서작업은 필수다,-1,96
2480,협회가 정부의 안일한 야생 멧돼지 관리를 비판하며 환경부장관 사퇴를 촉구하고 ,-1,96
2481,협회는,0,96
2482,산업을 벼랑 끝에 서게 한 책임을 환경부가 질 것을 주장했다,-1,96
2483,성토했다,-1,96
2484,환경부가 지금과 같은 안일한 대책으로 일관한다면 현 ASF 상황을 초래한 환경부장관의 사퇴 운동을 전개하겠다고 ,-1,96
2485,정부에 건의키로 했다,0,96
2486,농가 차입금의 정책자금 대환 등 보상 대책 건의안을 마련해 정부에 전달키로 했다,0,96
2487,협회는 살처분 보상금 현실화를 요구했다,0,96
2488,가격이 3천원대로 하락하면서 ,0,96
2489,더 피해를 입는 역차별 상황이 발생하고 ,-1,96
2490,발생한 전월,0,96
2491,이 기간 동안 정상 입식 지연 보상안을 요청했다,0,96
2492,보상안 사례를 참고했다,-1,96
2493,보상책을 정부에 요구키로 했다,0,96
2494,동진을 저지하기 위해 광역 울타리가 설치된다,0,96
2495,바이러스의 확산을 차단하기 위해 긴급대책을 발표했다,0,96
2496,바이러스의 확산 가능성을 원천적으로 차단하기 위해 지난 10월 13일 발표한 긴급대책을 보다 강화한 것이라고 본부는 설명했다,0,96
2497,이동성이 높아질 수 있다는 점 등 다양한 상황 변화와 여건을 종합적으로 고려하여 마련됐다,0,96
2498,강화된 대책은 다음과 같다,0,96
2499,멧돼지의 남하와 동진을 차단할 수 있는 광역 울타리를 파주부터 고성까지 동서를 횡단하여 구축하기로 했다,0,96
2500,현재까지는 감염 개체를 발생지점에 고립시키기 위해 반경 3킬로미터 내외의 국지적 울타리를 2단으로 설치하고 ,-1,96
2501,권역도 설치에 들어갈 계획이다,0,96
2502,가속화하면서 멧돼지의 이동은 효과적으로 차단할 계획이다,1,96
2503,멧돼지를 남에서 북으로 몰아가는 방식으로 총기포획을 허용키로 했다,0,96
2504,농가의 불안을 해소하기 위해,1,96
2505,완충지역의 총기포획,0,96
2506,총기포획을 실시하고 ,0,96
2507,이 경우에도 남에서 북으로의 포획 등 기본원칙은 유지된다,0,96
2508,총기포획을 추진한다,0,96
2509,울타리까지 설치되면 아프리카돼지열병의 확산 우려가 크게 낮아질 것으로 보고 11월 7일부터 제한적 총기포획을 추진할 예정이다,0,96
2510,한편,0,96
2511,규모의 정밀 수색팀을 발생지역에 집중투입하여 멧돼지 폐사체를 촘촘하게 수색할 계획이다,0,96
2512,화천은 전략적 총기 포획을 실시하고 동서 광역울타리를 신속히 설치하겠다,0,96
2513,필요한 조치들을 신속히 추진해 줄 것을 당부했다,0,96
2514,96번쨰 기사입니다,0,97
2515,전년 대비 감소세로 돌아왔다,-1,97
2516,올해 수입량은 지난해를 제외하면 역대 최고치를 기록할 것으로 보인다,1,97
2517,감소했다,-1,97
2518,적었다,0,97
2519,차이에 불과한 양이다,0,97
2520,제외하고는 역대 최고치인 셈이다,1,97
2521,목심과 갈비는 지난해보다 더 늘었다,0,97
2522,특히 목심의 경우 10월 수입량도 지난해보다 26,0,97
2523,있는 무한리필 돼지 갈비 프랜차이즈의 인기를 실감케 하고 ,1,97
2524,등심은 10월말 기준 일년전보다 무려 55,0,97
2525,감소했다,-1,97
2526,국가별로는 미국산이,0,97
2527,2만톤으로 뒤를 이었다,0,97
2528,저작권자 ,0,97
2529,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 97번쨰 기사입니다,0,98
2530,국민들을 안심시키고 한돈 소비 확대를 도모키로 했다,1,98
2531,점을 국민들에게 주지시켰다,1,98
2532,뒤이어 ,0,98
2533,한돈 농가에 에너지를 불어넣었다,1,98
2534,한돈 먹방 인증샷 이벤트를 진행한다,0,98
2535,개인 SNS에 한돈을 먹는 사진과 ,0,98
2536,한돈닷컴 게시물에 링크를 걸면 참여할 수 있다,0,98
2537,한돈 선물세트를 증정한다,0,98
2538,돼지 값이 11월 들어 빠른 상승세를 보였다,1,98
2539,이대로 아프리카돼지열병,-1,98
2540,돼지 값은 이달 1일까지도 2천900원대에 머물며 약세를 이어갔다,-1,98
2541,8일에는 3천599원까지 올랐다,0,98
2542,이상 급등한 것이다,1,98
2543,도매시장 물량 증가가 어느 정도 해소된 것이 한 원인이다,-1,98
2544,이상으로 증가했던 도매시장 물량이 이달 들어 4천두대로 줄었다,0,98
2545,소비 쪽도 변화가 있었다,0,98
2546,대규모 할인 행사가 진행되면서 ,1,98
2547,사태를 극복하고 안정세를 찾아갈 수 있는 것일까,0,98
2548,공급 측면에서는 지금과 같은 안정세가 예상되나 문제는 소비다,-1,98
2549,그 이후 소비 절벽을 만들 수 있다는 것도 우려되는 지점이다,-1,98
2550,급식 시장 등을 되찾아 오는 노력도 병해돼야 할 것이라고 업계 관계자들은 입을 모으고 ,0,98
2551,저작권자 ,0,98
2552,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 98번쨰 기사입니다,0,99
2553,농가들이 정부의 생계안정자금 지원으로는 턱 없이 부족하다며,-1,99
2554,협회에 따르면 정부의 ASF 특단,0,99
2555,소득이 전무할 것으로 예측하면서,-1,99
2556,이들 농가들이 크게 반발하고 ,-1,99
2557,줄어든다,1,99
2558,즉 사육규모 1천701두 이상인 농가들의 경우 상한액 3백37만원의 20,0,99
2559,두인 것을 감안하면 이 기준에 대부분의 농가가 해당된다,0,99
2560,협회는 크게 반발하면서 ,-1,99
2561,평균 수익액+통상 고정비,0,99
2562,행정 조치를 엄격키로 했다,-1,99
2563,백신 항체양성률 기준치 미만)을 위반했다며,-1,99
2564,단축하여 계속해서 미흡한 경우 한 달,-1,99
2565,이내 사육제한이나 농장 폐쇄 조치를 추진키로 했다.,0,99
2566,구제역 발생 농가가 백신접종 미흡이 확인된 경우 살처분 보상금도 전액 삭감한다,-1,99
2567,한편 농림축산식품부는 구제역 발생 위험이 높은 동절기,0,99
2568,돼지의 항체검사를 강화한 결과 지난 15일 현재 49농가가 항체 형성률 기준에 미흡,-1,99
2569,사전에 충분한 공감대 형성 없이 불시에 사육제한 조치 등을?,0,99
2570,추진하고 있다며 이상육 피해 보전 등,0,99
2571,마련한 후 추진 여부를 검토해야 한다고 ,0,99
2572,99번쨰 기사입니다,0,100
2573,한돈 새끼 돼지,0,100
2574,한돈자조금관리위원회는 최근 공식 온라인 채널 ‘한돈 닷컴’에서 ‘새끼돼지 네이밍 콘테스트,0,100
2575,한돈의 친밀도와 가치를 높이기 위해 실시됐으며 총 438건이 접수됐다,1,100
2576,발음 용이성 등 모든 평가 항목에서 높은 점수를 받았다,1,100
2577,누구나 부르기 쉽게 만들었다,0,100
2578,돼지라는 우리말이 어원으로,0,100
2579,돼지의 본연의 뜻과 귀여운 발음이 잘 돋보였다,1,100
2580,온 국민의 사랑을 받을 수 있는 이름 선정에 방점을 두었다,1,100
2581,지위를 회복해 지속 유지할 방침이다,1,100
2582,농림축산검역본부는 지난해 ㈜FVC(녹십자수의약품?,0,100
2583,공동연구를 진행키로 했다.,0,100
2584,자체 확립한 생산 원천기술을 ㈜에프브이씨에 연차적으로 이전 중이다,0,100
2585,국산 구제역 백신 공장이 건설될 전망이다.,0,100
2586,지위를 목표로 구제역 비발생에도 백신을 지속 사용할 것이라고 시사했다,0,100
2587,백신 접종 정책을 중단하기 어려울 것,0,100
2588,고 말했다,0,100
2589,이 백신이 개발되면 이상육 저감에도 크게 기여할 것,1,100
2590,구제역 백신 개발 과정에서 이상육 문제를 해결 과제로 지목하면서 향후 농가들의 백신 접종 기피 문제가 해결될 것이라고 강조했다,1,100
2591,대형마트의 돼지고기 납품 관련 횡포에 과징금 철퇴가 내려졌다,-1,100
2592,롯데쇼핑 마트부문에 판촉비용 전가행위 등 5가지 불공정행위를 시정할 것을 명령한 동시에 총 411억8천500만원을 부과키로 결정했다,-1,100
2593,유통업체에 내려진 과징금으로는 역대 최대다,-1,100
2594,비용을 사전 서면 약정 없이 납품업체가 부담토록 했다,-1,100
2595,돈육 납품업체에 전가했다,-1,100
2596,유지하는 저가매입 행위도 확인됐다,-1,100
2597,돼지고기 납품업체에 상당한 금액의 불이익이 주어졌다고 ,0,100
2598,이번 조치는 국내 소비재 시장에서 구매파워를 보유한 대형마트의 판촉비 등 경영 과정에서 발생하는 각종 비용을 납품업체에 전가한 행위를,-1,100
2599,의미가 크다,0,100
2600,저작권자 ,0,100
2601,돼지고기 공급 물량이 줄면서 한돈 가격이 상승할 것으로 기대되고 ,1,100
2602,전망을 통해 이달 돼지 도매가격은 등급판정 마릿수 감소로 전년 동월,0,100
2603,감소한 104만마리로 전망했다,-1,100
2604,공급 예상 물량은 수입량이 줄어 전년보다 감소를 예상했다,-1,100
2605,가격은 돼지고기 총 공급물량이 줄어 전년 동월에 비해서는 소폭 상승할 것으로 예측됐다,0,100
2606,가격에 호재로 작용할 수 있다고 ,1,100
2607,가격은 올해보다 높을 것으로 전망되고 ,0,100
2608,민동수 다비육종 대표가 종돈생산자협회장으로 선출됐다,0,100
2609,축산회관에서 임시 총회를 개최하고 보궐선거를 진행,0,100
2610,만장일치로 추대했다,0,100
2611,전 회장의 남은 임기를 맡게 된다,0,100
2612,종돈 품질 개선에 앞장서겠다,-1,100
2613,협회가 종돈 관련 단일 창구가 되겠다,0,100
2614,협회는 보궐선거 진행 외 정관개정안도 의결했다,0,100
2615,이내로 확대키로 했으며,0,100
2616,운동에 나섰다,0,100
2617,경북 김천 본원 구내식당에서 한돈 소비촉진 다짐 행사를 진행하고 한돈 소비 촉진 운동에 전 직원이 동참하기로 했다,0,100
2618,확대하여 제공키로 했다,1,100
2619,돼지고기 소비촉진에 적극 동참하기로 하였다,0,100
2620,사람에게 무해하며 시중 유통 돼지고기는 철저한 검사를 통해,0,100
2621,양돈농가의 어려움을 돕기 위해 연말까지 이번 캠페인을 실시하게 되었다,1,100
2622,100번쨰 기사입니다,0,101
2623,여파를 벗어난 것일까,0,101
2624,올 들어 처음으로 지난해 동월에 비해서도 높았다,-1,101
2625,올랐으며 지난해 동월 3천675원 대비 0.8,0,101
2626,전년 동월보다 도매시세가 오른 것은 금년 들어 ,0,101
2627,돼지 출하물량도 소폭 줄었다,0,101
2628,감소했다,-1,101
2629,적었다,0,101
2630,돼지 출하두수는 1천619만마리로 전년 동기에 비해 2.3,0,101
2631,사상 최고치를 경신할 것으로 관측되고 ,1,101
2632,바닥세를 탈출할 수 있었다,1,101
2633,시세 회복에 일조한 것으로 분석된다,1,101
2634,할인 판매 이후로는 소비도 주춤한 상황,-1,101
2635,이에 다가오는 연말을 겨냥한 한돈 소비 홍보 등 돼지,0,101
2636,상승세를 이어,0,101
2637,저작권자 ,0,101
2638,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 101번쨰 기사입니다,0,102
2639,여전히 지역 간 이동제한이 해제되지 않아 농가들의 불만 및,-1,102
2640,피해가 누적되고 ,-1,102
2641,경기 북부 지역의 경우 지역간 이동제한이 해제되지 않고 ,0,102
2642,생산성도 저하되는 문제가 나타나고 ,-1,102
2643,울분을 토했다,-1,102
2644,성토했다,-1,102
2645,방역관리를 강화하라고 경기 북부 지자체에 시달한 것으로 알려졌다,-1,102
2646,전망되면서 경기 북부 농가들의 속만 타들어가고 ,-1,102
2647,야생멧돼지 아프리카돼지열병 검출현황,0,102
2648,최근 야생멧돼지에서 A,0,102
2649,F 검출이 잇따르고 ,-1,102
2650,경기 북부 지역 방역을 강화하면서 살처분 농가들의 재입식은 요원해지고 ,-1,102
2651,이원화된 정책을 정부에 요구하고 ,0,102
2652,강원도 철원군 갈말읍에서 발견된 폐사체와 서면에서 포획된 멧돼지에서 아프리카돼지열병 바이러스가 검출됐다고 ,-1,102
2653,포획된 곳은 각각 민통선에서 약 13킬로미터 및 약 3킬로미터 남쪽이며 광역울타리의 안이다,0,102
2654,집계됐다.,0,102
2655,포함한 경기?,0,102
2656,해당 사실을 알리고,0,102
2657,운영하는 등 방역 강화에 나서고 ,0,102
2658,농가들의 방역 포기 상황까지 발생할 수 있다고 우려되고 ,-1,102
2659,이런 가운데,0,102
2660,발생과는 별개로 재입식을 허용해도 된다는 주장을,0,102
2661,펼쳐 주목받고 ,1,102
2662,폐사체를 찾기도 힘들기 때문에,-1,102
2663,확산 가능성이 높다,0,102
2664,이에 따라,0,102
2665,멧돼지의 농가 접촉을 차단할 방법을 마련한 후 멧돼지와 상관없이 재입식을 허용해야 한다,0,102
2666,협회는 최근 이사회서 멧돼지와 사육돼지를 구분한 정책이 필요하다며 이원화된 정책을 정부에 요구키로 했다,0,102
2667,협회로 답지하고 ,1,102
2668,성금 1천만원을 기탁했다,1,102
2669,산업계의 어려움이 커지고 ,1,102
2670,성금 2천만원을 기탁했다,1,102
2671,이라고 밝히며 ,1,102
2672,성금 1천만원을 기탁했다,1,102
2673,위기를 슬기롭게 극복하길 바란다,1,102
2674,산업 발전에 협력과 노력을 아끼지 않을 것,1,102
2675,성금 1천5백만원을 기탁했다,1,102
2676,산업계의 어려움이 커지고 ,1,102
2677,광화문 광장에서 한돈 축제의 장이 대대적으로 펼쳐졌다,0,102
2678,모토로 한돈 축제가 성대하게 열렸다,1,102
2679,소외계층에 사랑의 마음을 전하고자 서울 푸드뱅크에 돼지고기,1,102
2680,돼지고기 요리 시식회 등을 가진다,0,102
2681,발골하여 부위별로 가공하는 돼지 발골쇼를 시연하고 즉석에서 나누어,1,102
2682,돈육 강정 런치 박스,0,102
2683,배부 등 푸짐한 경품행사도 진행하며 겨울철 한돈 축제에 국민의 발길을 사로잡았다,1,102
2684,102번쨰 기사입니다,0,103
2685,구제역 항체 형성률 미흡의 한 원인으로 농가들의 백신 접종 기피보다는 출하일령 지연이 한 몫 하는 것으로 나타났다,-1,103
2686,협회는 도축장 검사에서 항체 형성률 미달 시 재검사 기회를 반드시 부여해야 한다고 ,0,103
2687,농장 폐쇄 등 엄격한 행정 처분을 적용할 방침이라고 발표했다,0,103
2688,구제역 백신접종 미흡 농가 142곳에 대해 과태료 처분을 내렸으며,0,103
2689,접종했다고 억울함을 호소하고 ,-1,103
2690,출하일령 지연으로 도축장 검사에서 백신항체가가 하락한 때문으로 분석했다,-1,103
2691,출하일령과 항체가는 서로 반비례하고 ,0,103
2692,즉시 과태료를 부과하는 방향으로 전환하면서 재검사 기회를 부여 받지 못함에 따라,-1,103
2693,울한 농가들이 발생하고 ,-1,103
2694,검사로 미흡 판단한 농가의 경우 재검사 기회를 부여해야 한다고 ,0,103
2695,과태료 출하제한 사육제한 등 처벌은 과도하기 때문에 재검사 기회를 부여해야 한다고 ,-1,103
2696,인증점 전국 최우수 업소로 선정됐다,1,103
2697,위생관리에서 엄격한 심사를 거쳐 선정됐다,1,103
2698,최우수상을 수상한 돼지문화원은 직영농장에서 키운 한돈을 판매하는 식당과 직매장,1,103
2699,산업의 선두주자로서 연간 5만여 명의 관광객이 방문하는 돼지 테마파크로 자리매김하고 ,1,103
2700,자부심을 고취할 수 있는 계기가 되었으며 소비자가 안심하고 ,1,103
2701,대응 등 가축방역 관련 예산이 3천714억원으로 확정됐다,0,103
2702,증액된 수준이다,0,103
2703,농림축산식품부는 내년도 소관 예산 및 기금 총지출 규모가 15조7천743억원으로 올해보다 7.6,0,103
2704,증액돼 국회 본회의를 통과했으며 이중 방역 관련 예산이 이처럼 증액됐다고 ,0,103
2705,여건 변화가 반영됐다는 설명이다,0,103
2706,2중 울타리 등 농장 방역시설 설치비(36억원) 및 생계,0,103
2707,소득안정 자금을 지원키로 했다,0,103
2708,전용 차폐 실험실 건립(10억원)도 지원키로 했다,0,103
2709,이밖에 예방약품과 방역장비 등을 지원하는 시도가축방역사업 963억원,0,103
2710,이와 함께 농축산물 수급예측 고도화를 위해 내년부터 농산물 소비 실태를 조사,0,103
2711,친환경 축산 예산도 는다,0,103
2712,기준 의무화에 대비해 판정 지원 예산(25억원)도 새롭게 투입된다,1,103
2713,저작권자 ,0,103
2714,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 103번쨰 기사입니다,0,104
2715,연속 60만톤을 넘었다,0,104
2716,줄었지만 일,0,104
2717,늘었다,0,104
2718,여파까지 겹치면서 ,0,104
2719,번식돈용은 소폭 감소했다,-1,104
2720,올해도 양돈사료량이 최고치를 기록할 것으로 전망된다,1,104
2721,저작권자 ,0,104
2722,발생이 50건을 넘어섰다,-1,104
2723,아프리카돼지열병 바이러스가 검출됐다고 ,-1,104
2724,야생멧돼지 아프리카돼지열병이 확진됐으며,-1,104
2725,파주시청 직원에 의해 발견됐다,0,104
2726,시료를 채취하고 현장 소독과 함께 사체를 매몰했다,0,104
2727,있는 울타리 안에서는 더 많은 감염 폐사체가 나올 수 있다,-1,104
2728,104번쨰 기사입니다,0,105
2729,돼지 값이 50여일만에 다시 2천원대까지 떨어졌다,-1,105
2730,극복을 위한 소비 캠페,0,105
2731,김장에 이어 연말 특수도 찾아보기 힘든 불황이 이어지고 ,-1,105
2732,지난주,0,105
2733,밑으로 떨어졌다,-1,105
2734,소비 시장이 다시 얼어붙기 시작한 탓이다,-1,105
2735,업계에서는 김장철 수요에 이어 연말 수요도 살아나지 못하고 ,-1,105
2736,판매도 부진해 덤핑물량이 계속 나오고 ,-1,105
2737,소비 시장은 더 침체될 우려마저 있다,-1,105
2738,연말까지 하락폭이 더 커질 것으로 전망된다,-1,105
2739,저작권자 ,0,105
2740,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기  내년 한돈 출하물량이,0,105
2741,올해와 비슷할 전망이다,0,105
2742,감소한 1천760만두,0,105
2743,차이가 없을 것으로 예측됐다,0,105
2744,내년도 가장 많이 출하되는 달은 1월과 10,0,105
2745,만여두로 가장 적게 출하될 것으로 예측됐다,0,105
2746,이 같이 한돈 출하 물량 정체 속 수입 돈육량은 감소할 것으로 전망됐다,-1,105
2747,감소할 것으로 전망됐다,-1,105
2748,그칠 것으로 전망됐다,-1,105
2749,최근 양돈 현안에 대해 논의했다,0,105
2750,특히 이날 위원들이 내년도 돼지 값을 예측한 결과,0,105
2751,각 분야별 위원들이 예측한 가격은 ,0,105
2752,소폭 상승하지만 평년(4천395원)보다는 하락한 4천100원 수준을 형성할 것으로 예측했다,0,105
2753,목표치로 이보다 더 하락할 우려가 있다,-1,105
2754,이라고 우려했다,-1,105
2755,육가공업체도 작업 물량을 크게 늘리기 어려운 구조,-1,105
2756,생산성 제고가 그 어느해보다 중요할 것이라고 한 목소리를 냈다,0,105
2757,105번쨰 기사입니다,0,106
2758,하태식 한돈협회장이 최근 신년사를 통해 ,1,106
2759,하 회장은 신년사에서,0,106
2760,소회했다,1,106
2761,농가들에게 당부했다,0,106
2762,강조했다,1,106
2763,이후 6년만에 3천원대로 내려앉았다,0,106
2764,연속 사상 최고치를 경신했다,1,106
2765,연속 사상 최고치를 기록했다,1,106
2766,넘어 월별 출하물량에서도 신기록을 작성했다,1,106
2767,돼지 출하물량에 돼지 값도 하락했다,-1,106
2768,하락했다,0,106
2769,4천원대 이하를 기록한 것은 지난 13년 이후 처음이다,0,106
2770,그동안의 계절적 흐름을 자주 벗어난 것도 눈에 띈다,0,106
2771,19년 월별 돼지 값을 보면 9월이 4천791원으로 연 최고치를 기록했으며 기존 연중 최고치를 형성하던 5,0,106
2772,국내서 발생한 ASF라는 변수들 때문,0,106
2773,작동하지 않았다는 점,-1,106
2774,이는 소비 시장의 변화 속에 한돈 입지가 위축되고 있다는 신호들로 해석되면서 한돈 소비에 대한 걱정을 키운 한해였다,-1,106
2775,저작권자 ,0,106
2776,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기  올해 한돈 가격이 올라도,0,106
2777,년 수준 이하에 머물 것으로 관측됐다,0,106
2778,올해 평균 돼지 값이 3천800~4천100원으로 19년(3천779원)보다 소폭 상승할 것으로 전망됐다,0,106
2779,가량 감소할 것이란 분석에 근거한 전망치다,-1,106
2780,가량 낮은 수준에 머물 것으로 분석됐다,-1,106
2781,또 새해 돼지 사육두수는 가격 약세 영향으로 모돈 입식 의향이 저하,-1,106
2782,한편,0,106
2783,평년,0,106
2784,적을 것으로 전망했다,0,106
2785,저작권자 ,0,106
2786,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 106번쨰 기사입니다,0,107
2787,가축전염병 발생이 우려되는 경우 시군구청장이 가축 소유자에게 예방적 살처분 명령을 내릴 수 있게 됐다,0,107
2788,접촉했거나 접촉했다고 의심되는 경우 등 농림축산식품부령으로 정하는 경우에 한한다,0,107
2789,민생법안 198건을 의결했다,0,107
