week,sentence,sentiment
1088,양주지역 양돈농가들의 가축분뇨 처리가 훨씬 용이해 질 것으로 보인다,positive
1088,서울경기양돈농협(조합장 이정배)은 양주도니영농조합법인(대표 김창균)에 2억원 상당의 가축분뇨 운반차량,neutral
1089,홍콩에서도 아프리카돼지열병(ASF)이 발생했다,negative
1089,세계동물보건기구(OIE)에 공식 보고했다,neutral
1089,캄보디아에 이어 5번,neutral
1090,환경부의 의중대로 국내 모든 돈사의 밀폐 의무화가 현실화 될 경우 최소한 12조원 이상의 자금이 투입돼야 할 것이라는 분석이 나왔다,neutral
1090,양돈농가의 막대한 경제적 부담은 생산비 상승으로 이어지면서 ,negative
1090,밀폐를 의무화 할 계획임을 밝혔다,neutral
1090,여지를 남겨둔 상황,neutral
1090,이 뿐  아니다,neutral
1090,냄새측정을 배출구에서도 가능토록 관련법령을 개정할 계획이라고,neutral
1091,각계각층의 인사들이 확정됐다,neutral
1091,이하 한돈자조금)는 올 한해 한돈을,neutral
1092,바이러스 유전자가 또 검출됐다,negative
1092,제주공항과 청주공항으로 입국한 여행객이 휴대한 돈육가공품,neutral
1093,종돈 수입이 재개됐다,neutral
1093,두가 국내로 수입됐다고 ,neutral
1093,올해 종돈 수입 두수은 예년보다 시기가 많이 늦춰지면서,neutral
1094,정부가 마련한 돼지급여 잔반사료 대책에 양돈업계의 불만이 극에 달하고 ,negative
1094,생잔반’ 에 국한하겠다는 입장을 굳힌데 ,neutral
1094,남은 음식물 직접처리 농가의 자가 처,neutral
1095,보도가 연이어지고 ,neutral
1095,전전긍긍하고 있는 양돈농가들의 원성은 높아만 가고 ,negative
1095,여파로 돼지고기 가격이 큰 폭으로 상승,neutral
1095,산지는 물론 소비자가격 마,neutral
1096,미래 양돈산업을 이끌어갈 새로운 인재들이 배출됐다,positive
1096,조합장 이정배)은 지난 10일 서울 천호동 본점에서 ‘2019년 젊은한돈인CEO대학수료식,neutral
1096,지난 2016년부터,neutral
1097,이유 두를 달성했다,positive
1097,본격적으로 조합원에게 분양할 계획이다,neutral
1097,강건성을 겸비,positive
1098,세계최고 전문가가 방한한다,neutral
1098,세계동물보건기구(OIE) ASF연구소장인 호세 산체스 박사가 도드람양,neutral
1099,아프리카돼지열병의 국내 발생시 자진신고 농가에 대해서는 정부의 살처분보상금이 100,neutral
1099,다만 ,neutral
1099,이러한 살처분 보상의 사각지대를 조금이나,negative
1100,발생 국가의 참여가 제한된다,neutral
1100,긴급회의를 진행하고 고심 끝에 발병국의 참가를 전면 제한키로 의결했다,neutral
1100,이번 제한,neutral
1101,아프리카돼지열병 해결의 실마리를 찾겠습니다,neutral
1101,양돈 관련 언론사를 대상으로 기자 간담회를 개최한 자리에서 이 같이 밝히고,neutral
1102,분기 전국 양돈장 생산 성적이 크게 하락했다,negative
1102,생산성을 분석한 결과 올 1분기 번식 성적은 작년과 비슷,neutral
1103,양돈현장에 급성 호흡기 질병의 우려가 높아지고 ,negative
1103,개방형 양돈장을 중심으로 급성호흡기 질병이 의심되는 증상을 문의하는 농가들이 늘었다,neutral
1104,영역을 넓히고 ,neutral
1104,최근 펀드상품 판매에 본격 나서기로,neutral
1105,기준으로 하는 가축분뇨 정화방류수질 측정이 현실화되면서 양돈업계가 촉각을 곤두세우고 ,neutral
1105,측정법은 물속 유기물이 포함하고 ,neutral
1105,각계 의견을 수렴했다,neutral
1105,<관련기사 다음호>환,neutral
1106,혁신센터 건립기금 1억원을 기탁했다,neutral
1106,새로 건립되는 한,neutral
1107,전문가들이 모인다,neutral
1107,각국의 상황을 실시간으로 모니터링 하고 ,neutral
1107,국내에서는 유일하게 도드람양돈농협 동물병원장인 정현규 박사가 참여해 관심을 모으고 ,neutral
1108,자조금관리위원회 사무국장<사진>이 재임용됐다,neutral
1108,한돈자조금관리위원회,neutral
1109,한돈 할인판매를 진행했다,positive
1110,추후 대국민 홍보 캠페인을 진행키로 했다,neutral
1110,안)에 대해 논의했다,neutral
1111,예상됐지만 출하물량이 늘어 전년 대비 약세 흐름은 이어질 것으로 전망됐다,negative
1111,양돈관측을 통해 이달 평균 돼지 값,neutral
1112,국내 유입 가능성이 극대화 될 것이란 전망이 나오고 ,positive
1112,그 배경은 바로 파리다,neutral
1112,전파의 주요인으로 파리의 위험성에 주목하고 있는 것으로 전해졌다,negative
1112,손쉽게 접근할 수 있는 반면 통제 자체가 현실적으로 불가능하기 때문이다,negative
1112,파리의 영역권이 직경 10km에 달하는 데다 ASF 바이러스에,negative
1113,최근의 돼지고기 소비부진을 뒷받침하는 근거가 제시됐다,neutral
1113,한국농촌경제연구원에 따르면 다국적 홍보마케팅,neutral
1114,대표이사 민동수)의 새로운 파트너가 됐다,neutral
1114,우수한 유전자원을 원활히 공급할 수 있는 보다,positive
1115,양돈업계가 특별한 한돈 할인행사의 자리를 마련했다,positive
1115,국내유입 차단을 위한 국민적 협조를 구,neutral
1116,가격으로는 근래 들어 가장 낮은 수준이 될 것이란 전망이 나왔다,negative
1116,형성될 것으로 내다봤,neutral
1117,국경검역의 허점과 함께 정부의 소극적인 방역인식을 짐작케 하는 행보가 잇따르고 ,negative
1117,양돈업계는 즉각 반발하고 ,negative
1117,잔반사료의 돼지급여 전면금지를 거듭 요구했다,negative
1117,생잔반에 국한해 급여를 금지시키겠다는 기존 입장을 바꾸지 않고 ,neutral
1117,전부터 잔반급여가 원천 차단되고 ,neutral
1118,수입은 줄어 농가 수익이 감소했다,negative
1118,<표 참조,neutral
1118,비육돈 생산비 조사 결과를 통해 지난해 돼지 두당 4만8천400원의 순수익이 발생,neutral
1119,초청으로 한국을 찾았다,neutral
1119,방어율을 보인 세계 최초 경구백,neutral
1120,올해 돼지고기 외식 소비 불황이 더 심화된 것으로 조사됐다,negative
1120,줄었으며 이 가운데 돼지고기는,negative
1121,된 이 후 사하라 사막 이남 지역 국가들에서 풍토병으로 발생돼 왔다,negative
1121,그러다가 1957년 앙골라에서 출항해 포르투갈 리스본에 도착한 비행기 잔반을 사료용으로 급여하면서 ,neutral
1122,예방을 위한 토론회,neutral
1123,한국양돈대상 수상 후보자 추천을 받는다,neutral
1123,한국양돈대상은 생산자 부문,neutral
1124,영향은 제한적일수도 있다는 분석이 나왔다,neutral
1124,발생 이후 글로벌 돈육시장의 변화와 함께 국내 영향을 집중 조명한 최근의 월간보고서를 통해 이같이 밝혔다,neutral
1124,국내 양돈시장에서 제시된 기존의 전망과는 맥락을 달리하는 것이어서 향후 시장추이에 관심이 모아지고 ,neutral
1124,정P,neutral
1125,양돈 지도자들이 생각하는 산업의 핵심 발전 전략은 무엇일까,neutral
1125,분야에 대한 분임토의 형태로,neutral
1126,돼지의 다리를 중심으로 강건성 개량 체계를 세우고 ,positive
1126,농진청에 따르면 돼지의 성장 속도가 빨라지면서 ,negative
1127,한돈의 우수성을 홍보했다,positive
1127,양주시 광사동 나리공원 국민체육센터 주변에서 열린 양주시 홀스타인,neutral
1128,경남지역 한돈 관련기관들이 아프리카돼지열병(ASF)의 선제적인 예방활동 일환으로 지난달 31일 김해국제공항에서 해외여행객을 대상으로 유입 방지 대국민 캠페,neutral
1129,시장이 확대되고 ,neutral
1129,프랜차이즈 대구 본동점이 지난 3일 대구 달서구 본동,neutral
1130,한국종돈업경영인회의 새로운 회장에 김호신 안성종돈장 대표<사진>가 선출됐다,neutral
1130,축산회관에서 임시총회를 개최하고 김호신 회장을  추대했다,neutral
1130,최근 종돈업계가 어수선한 게 사실이다,negative
1131,남하하면서 국내 양돈업계가 충격에 휩싸여있다,negative
1131,공식 확인까지 이뤄지자 위기감이 확산되고 ,negative
1131,그렇다면 우리 양돈현장은 어떻게 해야 할까,neutral
1131,형태로 정리해 보았다,neutral
1131,파리약 살포도,neutral
1131,Q,neutral
1131,북한의 ASF 전망,neutral
1131,여름철에 급격히 확산될 것으로 본다,neutral
1131,‘백야드,neutral
1132,올들어 돼지 도매시장의 존재감이 더 약화된 것으로  나타났다,negative
1132,두로 잠정 집계됐다,neutral
1132,증가했다.,neutral
1132,반면 도매시장으로 출하되는 돼지는 오히려 줄었다,neutral
1132,등외제외,neutral
1133,구제역 항체 형성률도 하락하고 ,neutral
1133,수준을 밑돌고 ,negative
1133,돼지 항체 형성률은 지난해 7월부,neutral
1134,철저한 방역 관리를 당부했다,neutral
1134,발생하면 소비자들이 한돈 소비를 크게 줄일 것으로 조사됐다,negative
1134,협회 전국 한돈지도자 연수회에 참석해 ‘향후 세계 국내 돼지,neutral
1135,김 계 희 수의사무관 (농림축산검역본부)아프리카돼지열병(ASF)이 양돈업계 최대 현안이다,negative
1135,관이 예방에 총력을 기울이고 ,neutral
1135,이 중 농림축산검역본부에서 추진 중인 방역활동을 소개한다,neutral
1135,우선 전국 모든 양돈농가를 대상으로 담당관제를 실시 중이다,neutral
1135,검역본부는 전국 양돈농가 6천,neutral
1136,빈틈’ 색출에 나섰다,negative
1136,발생국에서 생산된 톱밥사용 자제를 양돈농가들에게 당부했다,neutral
1136,있는 현실을 감안한 것이다,neutral
1136,한돈협회는 톱밥의 경우 벌목 및 운반 보관 과정에서,neutral
1137,혁신센터가 착공 1년여만에 마침내 모습을 드러냈다,neutral
1137,협회는 지난 4일 경남 하동군 진교면에서 한돈혁신센터,neutral
1138,제주양돈농가들의 노력이 빛을 보지 못하고 ,negative
1138,제주도를 상대로 제기한 악취관리지역 지정 취소 소송에서 원고 항소를 기각했다,neutral
1138,이들 양돈농가들은 지난 2018년 3월23일 도내 양돈장 59개소 등 56만1천,neutral
1139,취소를 촉구했다,negative
1139,북한에서도 ASF가 빠르게 확산,neutral
1140,역대 최고를 기록했다,positive
1140,메인스폰서인 도드람양돈농협의 스포츠마케팅도 ‘대박,positive
1140,생중계)은 %를 기록했다,neutral
1140,증가했다,neutral
1140,다채널 시대에 케이,neutral
1141,동물복지형 군사시스템이 적용된 혁신센터 내부 모습,neutral
1141,혁신센터가 착공 1년여만에 준공식을 갖고 ,neutral
1141,장비가 총 동원됐다고 해도 과언이 아니다,positive
1141,자담 47억원)이 투입됐다,neutral
1141,모돈 30,neutral
1142,수익 차이가 크게 벌어졌다,positive
1142,이는 수입보다 생산비의 차이가 결정적인 원인으로 분석됐다,neutral
1142,)으로 감소했다,negative
1142,이상을 기록하던 수익이 5년만에 가장 적었던 것이다,negative
1142,수입 감소가 가장 결정적인 이유였다,neutral
1142,감소했으며 이 역시 14년 이후 가장 적었다,negative
1142,수익성을 악화시킨 데는 생산비도 한 몫 했다,negative
1142,지난해 비육돈 두당 사육비는 32만3천원으로 전년 대비 ,neutral
1142,특히 가장 비중이 큰 사료비,neutral
1143,가격이 하반기 상승세로 반전이 기대되는 가운데 미중 무역분쟁이 주요 변수 중 하나가 될 것으로 분석됐다,neutral
1143,농촌경제연구원은 최근 양돈 중기선행관측을 통해 7~11월 돼지도매가격이 4천500,neutral
1144,종돈 수입 물량이 급감하고 ,negative
1144,두로 작년 동기간 749두보다 절,neutral
1145,구제역 예방접종 명령 위반 시 과태료가 최대 1천만원까지 부과된다,negative
1145,농림축산식품부는 최근 방역 체계를 보완하기 위해 ,neutral
1146,육가공업계 등 관련산업도 균열의 조짐이 보이고 ,negative
1146,하락했다,negative
1146,적자 경영에서 헤어나지 못하고 ,negative
1146,약세 원인은 무엇보다 한돈 소비가 급감,negative
1147,돼지 값이 이례적으로 4월보다 하락했다,negative
1147,축산물품질평가원에 따르면 5월 한돈 도매시장 평균 경락가격(제주제외)은 ㎏당 4천159원으로 4월 4천370원에 비,neutral
1148,국내 유입을 막기 위해 지정한 특별관리지역이 10개에서 14곳으로 확대된다,neutral
1148,양돈농가의 잔반 자가 급여를 금지키로 했다,neutral
1148,대응 강화방안을 확정했다,neutral
1148,동두천 추가) 확대,neutral
1149,취소를 촉구했다,negative
1149,발생해 한반도 유입이 현실화,negative
1150,농가 경영에 악재가 겹치고 ,negative
1150,최근 농촌경제연구원에 따르면 지난 4월 국제곡물 관련 배합사료 물가지수가 ,neutral
1151,가구 내 가공식품 소비가 외식을 대체하고 ,neutral
1151,농촌경제연구원이 최근 발표한 2018 가구의 가공식품 지출구조 분석 자료를 보면 가구의 평균 외식비는 33만,neutral
1152,출하 돼지의 등급판정 성적이 전년 대비 상승세를 이어가고 ,positive
1152,적고 ,neutral
1153,급여 돼지의 도매시장 출하시 등외등급 분류를 정부에 요구키로 했다,neutral
1153,이같은 결론을 도출했다,neutral
1153,이날 회의에서 음성공판장의 경매가격이 전국 도매시장 평균치를 밑돌고 있을 뿐 만 아니라 올들어,neutral
1154,농가 총궐기대회가 오는 19일 정부세종청사 환경부 앞에서 개최된다,neutral
1154,회장단회의를 갖고 이같이 결정했다,neutral
1154,미봉책 수준에 불과하다는,negative
1155,자돈가격이 진정국면으로 접어들었다,neutral
1155,양돈현장에서 거래되는 자돈가격이 두당 20만원에 달했던 것으로 알려졌다,neutral
1155,자돈가격이 하락하는 추세를 보여온  양돈현장에서는 그 배경에 관심이 모아지기도,neutral
1156,스페인산 이베리코 돼지고기 관리대책을 내놓았다,neutral
1156,객관적으로 증명하지 못하는 영업장에서는 이베리코 돼지고기나 등급을 표시할 수 없다는 게 그 골격이다,neutral
1156,점에서 의미가 크다는 생각이다,negative
1156,뒷받침하는 사례인  분명 환영받아야 한다,negative
1156,전면에 나서지도 못한 채 이베리코의 실체를 파악하는데 ,negative
1157,인공수정기자재 전문기업인 송강GLC(대표이사 원성,neutral
1158,위원장 하태식)는 지난 8일 ‘한돈 다이어트 체험단 15기’ 발대식,neutral
1158,참여한 이번 체험단은 내달 6일까지 총 5주간의 다이,neutral
1159,집에 부채질’하고 있다는 우려를 사고 ,negative
1159,늘면서 ,neutral
1159,비교하면 5월 수입량은 전년 수준,neutral
1160,요즘 스트레스가 이만저만이 아니다,negative
1160,비단 적자경영이 불가피한 현실 때문만은 아니다,negative
1160,올해 시장 전망과 현실의 차이가 너무 크다,negative
1160,힘들다 보니 그마저 어려운 실정,negative
1160,삼겹살만 해도 그렇다,neutral
1160,이라고 하소연 했다,negative
1160,연중 최고가 시기,neutral
1160,룰’이 깨지고 ,negative
1160,돼지가격만 해도 그렇다,neutral
1160,두가 줄어든 146만8천846두였다,negative
1160,전월(5만6천994두) 보다 감소했다,neutral
1160,5월,neutral
1161,공영방송을 통해 이뤄진다,neutral
1161,농협경제지주 축산경제와 함께 제작한 ASF 예방,neutral
1162,중국과 함께 베트남의 아프리카돼지열병(ASF)도 심상치가 않다,negative
1162,현지언론에 따르면 베트남의 63개 대도,neutral
1163,통계청 발표에 양돈업계가 강력히 반발하고 ,negative
1163,축산물생산비 조사를 통해 비육돈(100kg기준)의 1두당 생산비가 28만4천391원(kg당 3천742원,neutral
1163,차이에 불과했다,neutral
1163,투입되는 비용이,neutral
1164,일각의 우려를 일축했다,negative
1164,검역증)를 갖추도록 했다,neutral
1164,현지 수출업체 자율적으로 작성한 증빙서류를 인정할 경우 가짜 이베리코에,negative
1165,캠핑시즌을 맞았다,neutral
1165,캠핑족들을 사로잡기 위한 한돈자조금관리위원회,neutral
1165,경기도 가평군에 위치한 청평 와이캠핑장에,neutral
1166,돼지고기 수입량이 올들어 ,negative
1166,방역에 여념이 없는 농가들의 생존권은 아랑곳하지 않는다며 강력히 반발하고 ,negative
1166,대한한돈협회는 최근 성명을,neutral
1167,가격 약세로 상반기 양돈장 수익이 전년 대비 감소한 가운데 생산성도 정체되면서 올해 전반적으로 양돈 경영에 빨간 불이 켜졌다,negative
1167,하락했다,negative
1167,겨우 지난해 생산비 수준을 유지,neutral
1168,낮은 국내 양돈현장의 이유후육성률이 더 떨어졌다,negative
1168,두당 생산비 상승이 불가피한 실정이다,negative
1168,국내 양돈농가들의 성적표를 살펴본 결과 복,neutral
1169,퇴비시설 불법처리 의혹도수거,negative
1169,급여 허용여부라고 해도 과언이 아니다,neutral
1169,집중 점검과 관리를 전제로 지속 급여를 허용하겠다는 뜻을 굽히지 않고 ,neutral
1170,부경양돈농협 제공한돈 시장 침체가 장기화 조짐을 보이면서 돌파구로서 수출에 대한 관심이 높아지고 ,positive
1170,수준에도 크게 못 미치고 ,negative
1170,극심한 소비 부,negative
1171,세종시 정부청사 환경부 앞에서 아프리카돼지열병 질병 방지를 위한 ‘전국 한돈농가 총궐기대회,neutral
1171,돼지에 대한 음식물류 폐기물 급여 전면 금지 ,neutral
1172,캠핑열기가 주춤한 것으로 나타났다,negative
1172,한돈 소비 침체가 다방면에서 진행되고 있다는 우려를 낳는 대목이다,negative
1172,최근 캠핑아웃도어진흥원이 발표한 17년 기준 캠핑산,neutral
1173,예방의지를 담은 퍼포먼스를 진행하고 ,negative
1173,농축산단체장들과 양돈조합장들이 연대투쟁을 선언하고 ,negative
1173,▲ 뙤약볕 속에서도 방역복을 입은 채 대회에 집중하고 ,neutral
1173,하태식 회장과 협회 임원들이 잔반농가들과 실랑이를 벌이고 ,negative
1173,농가 요구사항을 전달하고 ,neutral
1173,○,neutral
1173,불평없이 주최측이 제공한 방역복,neutral
1174,예방을 위한 총궐기대회,neutral
1175,개선에 착수했다,neutral
1175,양돈농가들의 기대를 모으고 ,positive
1175,전자인계시스템의 그간 운영성과를 평가하고 개선방안을 도출하기 위한 연구를 지난달부터 시작했다,neutral
1175,연구를 실시하고 그 결과를 토,neutral
1176,통계청이 가축생산비 발표전에 현장의견을 수렴하는 과정을 거치기로 했다,neutral
1176,현장의 불만을 해소하는 계기가 될수 있을지 관심이 모아지고 ,neutral
1176,가축생산비 조사의 현실화가 절실하다는 입장을 전달했다,negative
1176,생산비에 대해 강하게 이의를 제기했다,negative
1177,광주지점이 신축됐다,neutral
1177,서비스가 보다 더 원활히 이뤄질 전망이다,positive
1178,캠핑 열기 확산에 불을 지폈다,neutral
1178,) 캠핑 페스티벌’을 성,neutral
1179,개최되는 한국국제축산박람회에 불참키로 결정했다,neutral
1179,한국국제축산박람회에 불참키로 결정하고,negative
1180,차단 방역에 철저할 것을 결의했다,neutral
1180,국내 종돈장 현황에 대해 심도 있게 논의하고 ,neutral
1180,기타 토의 사항으로,neutral
1181,수도권 시장공략을 본격화 한다,neutral
1181,제주양돈산업 경쟁력 강화를 위한 출점식,neutral
1182,형성될 것이란 전망이 나왔다,neutral
1182,한국농촌경제연구원은 7월 돼지관측을 통해 이,neutral
1183,허브’로 거듭 태어났다,neutral
1183,최근 한돈닷컴에 대한 대대적인 리뉴얼과 개편을 진행했다,neutral
1183,한돈닷컴은 한돈을 소비자에게 알리고 ,neutral
1184,손질해야 한다는 여론이 비등해지고 ,neutral
1184,수정 보완이 이뤄져야 한다는 여론이 급속히 확산되고 ,negative
1184,있다는 분석이 그 배경이다,neutral
1184,이 제도의 도입단계부터 이런 이유로 반대의견이 적지 않은 상황에서 시행되다보니 ,negative
1185,힘든 낮은 수준의 돼지가격이 형성되면서 양돈농가들이 당혹감을 감추지 못하고 ,negative
1185,등외 제외)에 머물고 ,neutral
1185,진입해 양돈농가들의 기대감이 높아지기도 했지만 ,negative
1186,농진청 운영 ,neutral
1186,액비) 살포시 토양분석으로 인한 부담을 해소해야 한다는 제안이 나왔다,neutral
1186,최근 이같은 내용을 골자로 액비 시비 처방서 간소화 방안을 마련,neutral
1187,가격도 전년 대비 약세를 보일 것으로 전망됐다,negative
1187,가량 낮을 것으로 내다봤다,neutral
1188,양돈사료량이 1월 이후 가장 많았다,neutral
1188,<표 2면 참조,neutral
1188,전달 56만3천톤에 비해 ,neutral
1189,미중 무역전쟁에도 기존 전망대로 돈육 수입량은 줄 것으로 분석됐다,neutral
1189,최근 농촌경제연구원은 미중 무역전쟁이 국내 농식품 분야에 어떤 파급 영향을 줄지 분석한 보고서를 발표했다,neutral
1189,미중 무역전쟁이 국내 양돈업에 영향을,neutral
1190,한돈 소비 저조와 재고 누적으로 돼지 값이 약세를 형성하고 있는 가운데 농장 성적마저 떨어지고 ,negative
1190,하락한 것으로 나타났다,negative
1190,할 시기에 힘을 받지 못하면서 ,negative
1191,정부가 구제역 방역 사각지대 해소를 위해 농가 책임 강화 및 현장 관리를 확대키로 했다,positive
1191,개선하기 위해 지난달 28일 ,neutral
1191,목적이 있다고 ,positive
1191,개선 대책에 따르,neutral
1192,전국 모든 양돈장을 대상으로 아프리카돼지열병,neutral
1192,국내 유입 방지를 위한 최고 수준의,positive
1193,돼지 값이 하락했다,negative
1193,돼지 값이 낮았다,positive
1193,하락했다,negative
1193,특히 6월 돼지 출하물량은 128만마리로 전달,neutral
1194,발생국 여행신고소 운영에 돌입했다,negative
1194,ASF발생국 여행,neutral
1195,양돈시장의 최종 성적표가 나왔다,neutral
1195,큰 폭으로 하락했다,negative
1195,축산물품질평가원의 도체등급판정실적을 토대로 본 돼지출하두수는 지난달 총 127만7천,neutral
1196,돼지고기 소비절벽 시대의 돌파구를 찾고 ,negative
1196,벌집 껍데기’를 출시했다,neutral
1196,을 중시하는 식문화 트렌드에 초점을 맞춘게 특징이다,neutral
1196,‘숨은 안심,neutral
1197,발생했다는데,negative
1197,이동하던 중 급히 길가에 차량을 멈춰 세울 수밖에 없었다,negative
1197,이야기가 너무나 충격적이었기 때문이다,negative
1197,발생했지만 농장주가 죽은 돼지와 함께 해당돈사를 태우고 ,negative
1197,평소 호형호제할 정도로 스스럼 없이 지내는 식육 유통업계의 지인이 소식을 전하면서 ,neutral
1197,여기저기 전화해 사실을 확,neutral
1198,농가의 주의가 요구되고 ,negative
1198,최근 농촌진흥청은 여름철 다발하는 돼지 위궤양 예방법을 소개하고 세심한 관리를 당부했다,neutral
1198,심할 경우 폐사할 수도 있다,negative
1198,특히 여름철 더위 스트레스로 사료와 물,negative
1199,한돈 대체 소비 효과가 희미해지고 ,negative
1199,외식업체의 매출 실적을 분석한,neutral
1200,있는 돼지고기 소비를 늘리기 위해 안간힘을 쓰고 ,negative
1200,돼지가격이 여름성수기 사상 최저가를 형성하고 있는 최근의 양돈시장 알리기에 나섰다,neutral
1200,전세계 돼지고기 가격이 폭등하고 ,negative
1201,올 상반기 양돈시장을 한마디로 정리하자면 ‘예측불가,neutral
1201,기존 공식이 깨지고 ,negative
1201,양돈농가의 불안이 극에 달하고 ,negative
1201,하락했다,negative
1201,올해는 4월(4천370원)에 비해서도 낮았다,negative
1201,6월,neutral
1202,축사가 개방되는 여름철엔 냄새민원에 대한 우려 또한 높아지고 ,negative
1202,단 한건의 냄새민,negative
1203,발생국에서 생산된 사실이 확인되면서 글로벌 시장에 파문이 확산되고 ,negative
1203,독일기업 프로푸드(PRO FOOD)사가 필리핀에 수출한 돈육 중 일부가 ASF 발생국인 폴란드에서 생산된 것으로 확인됐다,neutral
1203,이에 따라 필리핀 정부가,neutral
1204,올 상반기 돼지출하두수가 또다시 사상 최대치를 기록했다,positive
1204,축산물품질평가원에 따르면 올해 1,neutral
1205,올해로 창립 4주년을 맞이한,neutral
1205,대표이사 전용민)이 제2의 도약을 선언했다,neutral
1205,믿을수 있는 종돈판매전문기업으로 자리매김 하겠다는 것이다,positive
1205,품질과 위생이 우수한 종돈을 공급해 보자는 목표 하나로,positive
1206,돈협회 하태식 회장이 돼지가격의 등급정산제 정착에 강한 의지를 표출했다,neutral
1206,하태식 회장은 최근 본지 기자와  자리에서 저돈가 기조의 장기화 조짐에 우려를 감추지 못하며 ,negative
1207,국가로 확산되면서 우리 한돈 산업은 최대의 위기에 직면하고 ,negative
1207,저돈가가 지속되면서 한돈 농가들의 경영에도 많은 어려움이 겹치고 ,negative
1207,피해로 돈육 수입이 증가하면 우리나라 돈가도 회복될 것이라는 추측까지 나돌고 ,negative
1207,그러나 이러한 막연한 기대를 갖기보다 근본적인 대책들을 하나둘 세워가는 것이 중요하다,neutral
1207,진정한,neutral
1208,양돈장의 후보돈 입식이 줄기 시작했다,neutral
1208,양돈시장을 바라보는 농가들의 시각을 반영하고 ,neutral
1208,지난달부터 후보돈 분양 실적이 크게 감소하고 ,negative
1208,상대적으로 분양실적이 양호한 종돈장이라도 지난해 수준에는 미치지 못했을 것이라는 게 전반적인 시각이다,negative
1208,양돈산업의 오랜 호황이 막을 내리고 ,positive
1209,약세가 지속된 올 상반기 돼지고기 시장에 수입 돼지고기까지 가세해 시장 어려움을 가중시켰다,negative
1209,수입육의 시장 잠식이 더욱 심화된 것으로 파악되고 ,negative
1209,전년 동월 3만9천700,neutral
1210,경쟁할 날도 멀지 않은 것으로 보인다,neutral
1210,그 중 하나로 선정됐다,neutral
1210,특히 대체식품,neutral
1211,백신이 공급되기 시작하면서 농가들의 예방 접종 업무 효율성이 높아질 것으로 기대되고 ,positive
1211,현장의 농가들은 지난해 돼지열병 백신을 생산하는 주요,neutral
1212,상반기 한돈 생산량은 증가한 가운데 전체 돼지고기 공급량은 소폭 감소했다,neutral
1212,이상 하락했으며 상반기 양돈시장의 예상치 못한 불황에 실제 한돈업계의 위기의식은 돈가 하락폭 그 이상이었다,negative
1212,한돈 사상에도 돈육 공급 줄어,neutral
1212,늘었다,neutral
1212,올해 상반기 출하가 최고치 기록을 경신하게 된 것이다,positive
1212,한돈 생산량으로는 축평원 추산 52만4천톤으로 역시 일년전보다 1,neutral
1212,지난해보다 적었고 나머지는 모두 증가했다,neutral
1212,이처럼 한돈 생산이 증가한 반면 수입량은,neutral
1213,우리정부의 대응에 대해 논란이 확산되고 ,negative
1213,불만이 높아지고 ,negative
1213,독일산 돈육 수입을 전면 중단 조치했다,negative
1213,금수조치가 해제되더라도 해당회사의 육류수입은 영구 금지하겠다는 입장인 것으로 전해졌다,neutral
1213,우리 정부는 이같은,neutral
1214,무너지고 ,negative
1214,  방어선 마저 무너지고 ,negative
1214,단순하게 돈육 생산량과 수입량으로 계산하면 2018년 말 기준 한돈 자급률은 ,neutral
1214,사실을 감안하면 상황이 달라진다,neutral
1214,삼겹살 자급률이 50,negative
1214,여름철 돈가회복 어려운 이유 115kg 비육돈 1두를 가공했을 때 생산되는 정육 총 생산량 중에서  삼겹살과 목살의 비중은 약 28,neutral
1214,이상을 차지한다,neutral
1214,삼겹과 목살이 한돈 시장을 이끌어간다고 ,neutral
1214,한돈 자급률을 단순한 물량,neutral
1215,법적 공방이 대법원에서 최종 판가름 나게됐다,negative
1215,지난해 악취관리지역으로 지정된 양돈농가들은 제주도를 상대로 한 지정 취소 청구소송이,negative
1216,보건복지부 사회공헌 분야 유공 표창을 수상했다,positive
1216,이번 행사는 보건복지부가 사회적 경제조직과 사회공헌 기업,positive
1217,물량 해소가 시급하다는 분석이다,negative
1217,대책을 마련하고 이를 정부에 건의했다,neutral
1218,전수검사를 정부에 촉구하고 ,negative
1218,최근 필리핀이 수입한 독일산 수입 돼지고기에 ASF 발생국,neutral
1219,소비절벽과 저돈가의 그늘 속에서 허덕이고 ,negative
1219,올 하반기에는 더 큰 폭의 가격하락과 함께 대불황이 현실화될 수도 있다는 전망이 나오고 ,negative
1219,불황요인 해소는 기대하기 어려운  고민도 깊어,negative
1219,안팎에 머물 것으로 예상했다,neutral
1219,정점으로 급격한 내리막세를 보이며 오는 12월에는 3천500원까지 하락할 것으로 내다본 것이다,negative
1219,이형우 팀장은 그러나 별다른,neutral
1220,전 회원 평균 ,neutral
1220,회원농가들을 대상으로 돼지 품질의 중요성을 강조하고 ,neutral
1220,면 한숨이 절로 나온다,negative
1220,들어 유례를 찾아볼 수 없을 정도로 하락한 돼지가격 때문이다,negative
1220,미래의 희망을 찾기도 한다,neutral
1220,이상은 오른 것 같다,neutral
1220,돼지가격 하락폭  수익이 떨어지지 않았다는 의미,neutral
1220,우리 지부 회원 대부분 비슷한 상황일 것,neutral
1220,상위 육질등급도 평균 상회대한한돈,neutral
1221,국내 양돈업계가 HMR,negative
1221,시장이 수입돈육의 전유물이 될 수 있다는 우려에 따른 것이다,negative
1221,진입도 무난할 것으로 예상되고 ,positive
1221,돼지고기 시장에서 파급력도 급상승하고 ,positive
